FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 130, 50, GPS, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 131, 50, GPS2, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 194, 19, GPA, QCCCC, TimeUS,VDop,HAcc,VAcc,SAcc
FMT, 195, 19, GPA2, QCCCC, TimeUS,VDop,HAcc,VAcc,SAcc
FMT, 132, 49, IMU, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 133, 75, MSG, QZ, TimeUS,Message
FMT, 134, 39, RCIN, Qhhhhhhhhhhhhhh, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 135, 35, RCOU, Qhhhhhhhhhhhh, TimeUS,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12
FMT, 136, 15, RSSI, Qf, TimeUS,RXRSSI
FMT, 138, 25, BARO, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 139, 17, POWR, QCCH, TimeUS,Vcc,VServo,Flags
FMT, 146, 45, CMD, QHHHfffffff, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt
FMT, 147, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 149, 39, CAM, QIHLLeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,Roll,Pitch,Yaw
FMT, 165, 29, ARSP, Qffcff, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset
FMT, 167, 25, CURR, QhhhHfh, TimeUS,Throttle,Volt,Curr,Vcc,CurrTot,Volt2
FMT, 166, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 168, 30, MAG, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 171, 13, MODE, QMB, TimeUS,Mode,ModeNum
FMT, 196, 15, RFND, QCC, TimeUS,Dist1,Dist2
FMT, 137, 49, IMU2, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 150, 49, IMU3, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 140, 29, AHR2, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 182, 27, POS, QLLff, TimeUS,Lat,Lng,Alt,RelAlt
FMT, 141, 29, SIM, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 142, 47, EKF1, QccCffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,PN,PE,PD,GX,GY,GZ
FMT, 143, 30, EKF2, Qbbbcchhhhhh, TimeUS,Ratio,AZ1bias,AZ2bias,VWN,VWE,MN,ME,MD,MX,MY,MZ
FMT, 144, 31, EKF3, Qcccccchhhc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IVT
FMT, 145, 31, EKF4, QcccccccbbBBH, TimeUS,SV,SP,SH,SMX,SMY,SMZ,SVT,OFN,EFE,FS,TS,SS
FMT, 151, 34, TERR, QBLLHffHH, TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded
FMT, 152, 18, UBX1, QBHBBH, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt
FMT, 153, 16, UBX2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 154, 24, UBX3, QBfff, TimeUS,Instance,hAcc,vAcc,sAcc
FMT, 172, 42, GRAW, QIHBBddfBbB, TimeUS,WkMS,Week,numSV,sv,cpMes,prMes,doMes,mesQI,cno,lli
FMT, 173, 24, GRXH, QdHbBB, TimeUS,rcvTime,week,leapS,numMeas,recStat
FMT, 174, 41, GRXS, QddfBBBHBBBBB, TimeUS,prMes,cpMes,doMes,gnss,sv,freq,lock,cno,prD,cpD,doD,trk
FMT, 175, 63, SBFE, QIHBBdddfffff, TimeUS,TOW,WN,Mode,Err,Lat,Long,Height,Undul,Vn,Ve,Vu,COG
FMT, 155, 19, ESC1, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 156, 19, ESC2, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 157, 19, ESC3, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 158, 19, ESC4, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 159, 19, ESC5, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 160, 19, ESC6, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 161, 19, ESC7, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 162, 19, ESC8, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 163, 28, EKF5, QBhhhcccCC, TimeUS,normInnov,FIX,FIY,AFI,HAGL,offset,RI,meaRng,errHAGL
FMT, 169, 30, MAG2, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 170, 30, MAG3, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 176, 31, ACC1, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 177, 31, ACC2, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 178, 31, ACC3, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 179, 31, GYR1, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 180, 31, GYR2, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 181, 31, GYR3, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 183, 35, PIDR, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 184, 35, PIDP, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 185, 35, PIDY, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 186, 35, PIDA, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 187, 35, PIDS, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 164, 25, BAR2, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 197, 25, BAR3, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 188, 35, VIBE, QfffIII, TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2
FMT, 189, 43, IMT, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 190, 43, IMT2, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 191, 43, IMT3, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 192, 24, ORGN, QBLLe, TimeUS,Type,Lat,Lng,Alt
FMT, 193, 19, RPM, Qff, TimeUS,rpm1,rpm2
FMT, 2, 30, PM, QIHIhhhBH, TimeUS,LTime,MLC,gDt,GDx,GDy,GDz,I2CErr,INSErr
FMT, 3, 14, STRT, QBH, TimeUS,SType,CTot
FMT, 0, 27, CTUN, Qcccchhf, TimeUS,NavRoll,Roll,NavPitch,Pitch,ThrOut,RdrOut,AccY
FMT, 1, 33, NTUN, QCfccccfI, TimeUS,Yaw,WpDist,TargBrg,NavBrg,AltErr,Arspd,Alt,GSpdCM
FMT, 8, 31, SONR, QHfffBBf, TimeUS,DistCM,Volt,BaroAlt,GSpd,Thr,Cnt,Corr
FMT, 9, 14, ARM, QBH, TimeUS,ArmState,ArmChecks
FMT, 148, 27, ATRP, QBBcfff, TimeUS,Type,State,Servo,Demanded,Achieved,P
FMT, 10, 20, STAT, QBfBBBB, TimeUS,isFlying,isFlyProb,Armed,Safety,Crash,Still
FMT, 11, 28, OF, QBffff, TimeUS,Qual,flowX,flowY,bodyX,bodyY
FMT, 6, 59, TECS, Qffffffffffff, TimeUS,h,dh,h_dem,dh_dem,sp_dem,sp,dsp,ith,iph,th,ph,dsp_dem
PARM, 241204636, FORMAT_VERSION, 13
PARM, 241204646, SYSID_SW_TYPE, 0
PARM, 241204656, SYSID_THISMAV, 1
PARM, 241204666, SYSID_MYGCS, 255
PARM, 241204675, CLI_ENABLED, 0
PARM, 241204687, SERIAL0_BAUD, 115
PARM, 241204873, SERIAL1_PROTOCOL, 1
PARM, 241204887, SERIAL1_BAUD, 57
PARM, 241204900, SERIAL2_PROTOCOL, 1
PARM, 241204915, SERIAL2_BAUD, 57
PARM, 241204930, SERIAL3_PROTOCOL, 5
PARM, 241204946, SERIAL3_BAUD, 38
PARM, 241204961, SERIAL4_PROTOCOL, 5
PARM, 241204978, SERIAL4_BAUD, 38
PARM, 241204991, AUTOTUNE_LEVEL, 8
PARM, 241205000, TELEM_DELAY, 0
PARM, 241205010, GCS_PID_MASK, 0
PARM, 241205031, KFF_RDDRMIX, 0.75
PARM, 241205041, KFF_THR2PTCH, 0
PARM, 241205051, STAB_PITCH_DOWN, 2
PARM, 241205061, GLIDE_SLOPE_MIN, 15
PARM, 241205071, GLIDE_SLOPE_THR, 5
PARM, 241205080, STICK_MIXING, 1
PARM, 241205090, AUTO_FBW_STEER, 0
PARM, 241205100, TKOFF_THR_MINSPD, 0
PARM, 241205110, TKOFF_THR_MINACC, 0
PARM, 241205120, TKOFF_THR_DELAY, 2
PARM, 241205166, TKOFF_TDRAG_ELEV, 0
PARM, 241205176, TKOFF_TDRAG_SPD1, 0
PARM, 241205186, TKOFF_ROTATE_SPD, 0
PARM, 241205196, TKOFF_THR_SLEW, 0
PARM, 241205236, TKOFF_FLAP_PCNT, 0
PARM, 241205245, FBWA_TDRAG_CHAN, 0
PARM, 241205255, LEVEL_ROLL_LIMIT, 5
PARM, 241205265, LAND_PITCH_CD, 0
PARM, 241205275, LAND_FLARE_ALT, 3
PARM, 241205340, LAND_FLARE_SEC, 2
PARM, 241205350, LAND_DISARMDELAY, 20
PARM, 241205360, LAND_ABORT_THR, 0
PARM, 241205370, NAV_CONTROLLER, 1
PARM, 241205379, ALT_MIX, 1
PARM, 241205433, ALT_CTRL_ALG, 0
PARM, 241205443, ALT_OFFSET, 0
PARM, 241205453, WP_RADIUS, 50
PARM, 241205462, WP_MAX_RADIUS, 0
PARM, 241205472, WP_LOITER_RAD, 60
PARM, 241205482, FENCE_ACTION, 0
PARM, 241205492, FENCE_TOTAL, 0
PARM, 241205501, FENCE_CHANNEL, 0
PARM, 241205511, FENCE_MINALT, 0
PARM, 241205600, FENCE_MAXALT, 0
PARM, 241205610, FENCE_RETALT, 0
PARM, 241205620, FENCE_AUTOENABLE, 0
PARM, 241205629, FENCE_RET_RALLY, 0
PARM, 241205639, STALL_PREVENTION, 1
PARM, 241205649, ARSPD_FBW_MIN, 15
PARM, 241205659, ARSPD_FBW_MAX, 24
PARM, 241205669, FBWB_ELEV_REV, 0
PARM, 241205679, TERRAIN_FOLLOW, 0
PARM, 241205688, TERRAIN_LOOKAHD, 2000
PARM, 241205698, FBWB_CLIMB_RATE, 2
PARM, 241205708, THR_MIN, 0
PARM, 241205717, THR_MAX, 100
PARM, 241205727, TKOFF_THR_MAX, 0
PARM, 241205737, THR_SLEWRATE, 50
PARM, 241205746, FLAP_SLEWRATE, 75
PARM, 241205756, THR_SUPP_MAN, 0
PARM, 241205766, THR_PASS_STAB, 0
PARM, 241205991, THR_FAILSAFE, 0
PARM, 241206044, THR_FS_VALUE, 950
PARM, 241206054, TRIM_THROTTLE, 50
PARM, 241206064, THROTTLE_NUDGE, 1
PARM, 241206073, FS_SHORT_ACTN, 0
PARM, 241206083, FS_SHORT_TIMEOUT, 1.5
PARM, 241206093, FS_LONG_ACTN, 0
PARM, 241206103, FS_LONG_TIMEOUT, 20
PARM, 241206112, FS_BATT_VOLTAGE, 0
PARM, 241206122, FS_BATT_MAH, 0
PARM, 241206132, FS_GCS_ENABL, 0
PARM, 241206142, FLTMODE_CH, 8
PARM, 241206151, FLTMODE1, 7
PARM, 241206161, FLTMODE2, 11
PARM, 241206170, FLTMODE3, 10
PARM, 241206180, FLTMODE4, 7
PARM, 241206189, FLTMODE5, 5
PARM, 241206199, FLTMODE6, 0
PARM, 241206208, INITIAL_MODE, 0
PARM, 241206218, LIM_ROLL_CD, 6000
PARM, 241206228, LIM_PITCH_MAX, 1600
PARM, 241206237, LIM_PITCH_MIN, -2500
PARM, 241206247, ACRO_ROLL_RATE, 180
PARM, 241206257, ACRO_PITCH_RATE, 180
PARM, 241206267, ACRO_LOCKING, 0
PARM, 241206277, GROUND_STEER_ALT, 0
PARM, 241206287, GROUND_STEER_DPS, 90
PARM, 241206296, TRIM_AUTO, 0
PARM, 241206306, ELEVON_MIXING, 0
PARM, 241206371, ELEVON_REVERSE, 0
PARM, 241206381, ELEVON_CH1_REV, 0
PARM, 241206391, ELEVON_CH2_REV, 0
PARM, 241206400, VTAIL_OUTPUT, 0
PARM, 241206410, ELEVON_OUTPUT, 0
PARM, 241206497, MIXING_GAIN, 1
PARM, 241206506, RUDDER_ONLY, 0
PARM, 241206516, SYS_NUM_RESETS, 208
PARM, 241206531, LOG_BITMASK, 65535
PARM, 241206541, RST_SWITCH_CH, 0
PARM, 241206551, RST_MISSION_CH, 0
PARM, 241206560, TRIM_ARSPD_CM, 2300
PARM, 241206570, SCALING_SPEED, 15
PARM, 241206580, MIN_GNDSPD_CM, 0
PARM, 241206590, TRIM_PITCH_CD, 0
PARM, 241206599, ALT_HOLD_RTL, 10000
PARM, 241206609, ALT_HOLD_FBWCM, 0
PARM, 241206619, MAG_ENABLE, 1
PARM, 241206659, FLAP_IN_CHANNEL, 0
PARM, 241206669, FLAPERON_OUTPUT, 2
PARM, 241206678, FLAP_1_PERCNT, 0
PARM, 241206688, FLAP_1_SPEED, 0
PARM, 241206698, FLAP_2_PERCNT, 0
PARM, 241206708, FLAP_2_SPEED, 0
PARM, 241206717, LAND_FLAP_PERCNT, 0
PARM, 241206760, OVERRIDE_CHAN, 0
PARM, 241206770, INVERTEDFLT_CH, 0
PARM, 241206804, HIL_MODE, 0
PARM, 241206813, HIL_SERVOS, 0
PARM, 241206852, HIL_ERR_LIMIT, 5
PARM, 241206862, RTL_AUTOLAND, 0
PARM, 241206871, TRIM_RC_AT_START, 0
PARM, 241206881, CRASH_DETECT, 0
PARM, 241206894, GND_ABS_PRESS, 101833
PARM, 241206907, GND_TEMP, 26.74029
PARM, 241206920, GND_ALT_OFFSET, 0
PARM, 241206934, GND_PRIMARY, 0
PARM, 241206948, GPS_TYPE, 1
PARM, 241206960, GPS_TYPE2, 0
PARM, 241207030, GPS_NAVFILTER, 8
PARM, 241207054, GPS_AUTO_SWITCH, 1
PARM, 241207068, GPS_MIN_DGPS, 100
PARM, 241207083, GPS_SBAS_MODE, 2
PARM, 241207098, GPS_MIN_ELEV, -100
PARM, 241207169, GPS_INJECT_TO, 127
PARM, 241207185, GPS_SBP_LOGMASK, -256
PARM, 241207202, GPS_RAW_DATA, 0
PARM, 241207219, GPS_GNSS_MODE, 0
PARM, 241207235, CAM_TRIGG_TYPE, 1
PARM, 241207284, CAM_DURATION, 5
PARM, 241207297, CAM_SERVO_ON, 1300
PARM, 241207311, CAM_SERVO_OFF, 1100
PARM, 241207325, CAM_TRIGG_DIST, 40
PARM, 241207371, CAM_RELAY_ON, 1
PARM, 241207387, ARMING_REQUIRE, 1
PARM, 241207401, ARMING_CHECK, 0
PARM, 241207416, ARMING_RUDDER, 1
PARM, 241207430, RELAY_PIN, 54
PARM, 241207443, RELAY_PIN2, 55
PARM, 241207456, RELAY_PIN3, -1
PARM, 241207470, RELAY_PIN4, -1
PARM, 241207529, RELAY_DEFAULT, 0
PARM, 241207543, RNGFND_TYPE, 0
PARM, 241207556, RNGFND_PIN, -1
PARM, 241207570, RNGFND_SCALING, 3
PARM, 241207584, RNGFND_OFFSET, 0
PARM, 241207598, RNGFND_FUNCTION, 0
PARM, 241207613, RNGFND_MIN_CM, 20
PARM, 241207628, RNGFND_MAX_CM, 700
PARM, 241207644, RNGFND_STOP_PIN, -1
PARM, 241207661, RNGFND_SETTLE, 0
PARM, 241207714, RNGFND_RMETRIC, 1
PARM, 241207731, RNGFND_PWRRNG, 0
PARM, 241207749, RNGFND_GNDCLEAR, 10
PARM, 241207767, RNGFND2_TYPE, 0
PARM, 241207788, RNGFND2_PIN, -1
PARM, 241207807, RNGFND2_SCALING, 3
PARM, 241207827, RNGFND2_OFFSET, 0
PARM, 241207847, RNGFND2_FUNCTION, 0
PARM, 241207867, RNGFND2_MIN_CM, 20
PARM, 241207888, RNGFND2_MAX_CM, 700
PARM, 241207909, RNGFND2_STOP_PIN, -1
PARM, 241207971, RNGFND2_SETTLE, 0
PARM, 241207993, RNGFND2_RMETRIC, 1
